project_id,institution_name,institution_type,project_domain,team_size,avg_team_experience,innovation_score,funding_amount_usd,mentorship_support,incubation_support,market_readiness_level,competition_awards,business_model_score,technology_maturity,year,success_label
P1551,Institution_15,Private,FinTech,4,0.87,0.88,44512.43,1,1,1,1,0.4,3,2020,1
P1552,Institution_27,Technical,GreenTech,4,2.93,0.52,40610.74,1,0,5,2,0.86,5,2020,1
P1553,Institution_7,Non-technical,FinTech,5,2.32,0.81,26505.83,0,1,2,2,0.71,2,2023,0
P1554,Institution_3,Public,GreenTech,2,1.54,0.38,36486.28,1,1,4,4,0.96,5,2021,1
P1555,Institution_29,Non-technical,EdTech,6,1.98,0.42,18950.1,1,0,1,2,0.24,5,2019,0
P1556,Institution_24,Technical,GreenTech,7,1.54,0.52,2802.11,1,1,3,1,0.83,5,2022,1
P1557,Institution_3,Technical,FinTech,4,1.42,0.72,45312.31,0,0,1,0,0.76,1,2021,0
P1558,Institution_20,Non-technical,FinTech,5,1.07,0.75,7261.88,1,1,1,1,0.41,5,2019,0
P1559,Institution_15,Technical,GreenTech,2,1.77,0.58,47448.93,0,1,1,2,0.78,4,2020,1
P1560,Institution_25,Public,GreenTech,6,1.38,0.35,29022.25,0,0,1,1,0.77,1,2022,0
P1561,Institution_30,Non-technical,GreenTech,5,2.89,0.56,15972.59,1,1,4,3,0.57,1,2022,0
P1562,Institution_14,Technical,AgriTech,7,2.89,0.78,25280.71,1,0,3,3,0.75,5,2021,1
P1563,Institution_7,Non-technical,FinTech,7,2.26,0.77,25579.86,0,1,1,2,0.56,4,2023,0
P1564,Institution_17,Public,FinTech,6,3.22,0.41,2141.07,0,0,4,2,0.47,2,2019,0
P1565,Institution_20,Technical,AgriTech,4,3.44,0.31,18417.53,0,0,2,0,0.57,5,2021,0
P1566,Institution_36,Public,GreenTech,7,2.53,0.83,37253.42,0,0,1,1,0.92,1,2023,0
P1567,Institution_9,Technical,EdTech,2,2.67,0.37,25993.39,1,0,4,0,0.51,2,2023,0
P1568,Institution_38,Private,GreenTech,5,1.49,0.36,12967.28,0,1,5,2,0.52,2,2023,0
P1569,Institution_22,Technical,GreenTech,2,3.63,0.3,17420.38,1,0,2,2,0.69,1,2022,0
P1570,Institution_2,Non-technical,AgriTech,4,0.58,0.6,43289.67,1,0,3,4,0.8,2,2019,1
P1571,Institution_24,Technical,FinTech,2,1.72,0.65,26751.93,0,0,1,0,0.79,4,2019,0
P1572,Institution_8,Public,GreenTech,2,3.03,0.75,26889.25,1,0,1,2,0.22,4,2021,0
P1573,Institution_11,Public,FinTech,3,0.78,0.51,48111.91,0,1,4,3,0.75,5,2020,1
P1574,Institution_13,Technical,HealthTech,2,1.14,0.8,16723.19,0,0,3,4,0.56,5,2021,0
P1575,Institution_17,Non-technical,FinTech,6,2.56,0.42,24497.52,0,1,5,1,0.62,2,2019,0
P1576,Institution_8,Private,EdTech,5,2.46,0.88,40773.97,1,0,2,4,0.65,1,2022,1
P1577,Institution_21,Non-technical,EdTech,3,3.09,0.7,38186.7,1,0,3,1,0.79,4,2021,1
P1578,Institution_18,Private,GreenTech,5,3.34,0.71,14024.17,0,0,1,3,0.87,3,2020,0
P1579,Institution_30,Public,FinTech,5,0.95,0.45,8403.46,1,0,4,1,0.72,5,2021,0
P1580,Institution_18,Non-technical,GreenTech,4,0.56,0.35,35334.52,1,0,5,0,0.65,4,2023,1
P1581,Institution_31,Private,AgriTech,4,2.91,0.63,13625.15,1,0,4,1,0.5,2,2020,0
P1582,Institution_38,Technical,EdTech,3,1.55,0.73,46211.12,1,1,2,1,0.31,4,2023,1
P1583,Institution_32,Public,GreenTech,7,2.69,0.37,7333.14,1,1,3,4,0.97,4,2022,1
P1584,Institution_11,Technical,AgriTech,4,1.03,0.97,16597.44,0,0,4,3,0.57,2,2019,0
P1585,Institution_25,Public,GreenTech,4,2.14,0.99,3684.58,1,0,4,1,0.65,5,2021,1
P1586,Institution_33,Non-technical,FinTech,4,2.27,0.68,35461.96,1,0,1,0,0.8,5,2021,1
P1587,Institution_38,Non-technical,FinTech,5,2.55,0.97,44671.87,0,1,4,4,0.25,3,2023,1
P1588,Institution_8,Public,FinTech,3,2.3,0.43,32157.85,1,0,5,3,0.88,3,2023,1
P1589,Institution_11,Public,FinTech,5,2.23,0.32,46949.9,1,1,3,3,0.84,5,2019,1
P1590,Institution_22,Public,HealthTech,6,1.66,0.33,7296.69,1,1,2,2,0.82,5,2021,0
P1591,Institution_24,Non-technical,AgriTech,5,0.75,0.71,5298.96,0,1,4,0,0.22,5,2019,0
P1592,Institution_17,Private,AgriTech,6,0.81,0.34,42082.22,1,1,5,4,0.62,5,2023,1
P1593,Institution_12,Technical,FinTech,2,2.02,0.97,42920.05,1,1,2,4,0.24,4,2023,1
P1594,Institution_32,Technical,HealthTech,2,1.75,0.4,41720.94,0,0,5,0,0.64,3,2020,0
P1595,Institution_15,Non-technical,FinTech,6,2.31,0.51,40149.28,0,1,4,3,0.77,2,2023,1
P1596,Institution_16,Technical,HealthTech,6,1.57,0.88,18749.19,1,1,4,1,0.3,1,2023,1
P1597,Institution_22,Public,FinTech,5,2.91,0.45,11655.64,0,0,3,0,0.76,2,2019,0
P1598,Institution_28,Private,EdTech,6,3.52,0.47,46511.4,0,0,1,4,0.56,1,2020,0
P1599,Institution_20,Technical,EdTech,3,1.55,0.75,16043.01,0,1,5,0,0.85,4,2020,1
P1600,Institution_33,Private,GreenTech,2,1.18,0.49,20521.98,1,0,1,3,0.63,3,2021,0
P1601,Institution_10,Public,FinTech,2,0.91,0.45,35278.39,1,0,1,2,0.47,1,2022,0
P1602,Institution_40,Technical,AgriTech,7,2.66,0.48,15374.45,0,0,2,2,0.47,5,2021,0
P1603,Institution_32,Non-technical,GreenTech,6,2.05,0.64,41137.38,0,1,2,1,0.92,4,2021,1
P1604,Institution_33,Private,EdTech,4,1.16,0.98,4431.7,0,1,5,1,0.56,1,2021,0
P1605,Institution_2,Public,FinTech,4,2.79,0.88,39767.95,0,0,1,3,0.52,5,2020,0
P1606,Institution_33,Private,GreenTech,6,1.02,0.5,30490.71,1,0,3,1,0.23,4,2019,0
P1607,Institution_33,Technical,FinTech,3,2.44,0.55,29076.69,0,1,1,2,0.49,1,2023,0
P1608,Institution_13,Technical,EdTech,4,2.35,0.63,23460.47,1,1,2,3,0.88,5,2020,1
P1609,Institution_30,Non-technical,GreenTech,7,3.07,0.99,14575.23,0,0,1,3,0.81,3,2023,0
P1610,Institution_33,Public,EdTech,6,0.69,0.42,23739.44,1,1,4,3,0.38,4,2023,1
P1611,Institution_13,Public,HealthTech,3,3.61,0.55,23051.4,1,1,4,0,0.53,1,2022,1
P1612,Institution_26,Non-technical,EdTech,3,2.96,0.81,29603.96,0,0,3,1,0.36,5,2021,0
P1613,Institution_22,Non-technical,FinTech,5,1.26,0.97,14797.14,1,0,5,4,0.96,3,2022,1
P1614,Institution_39,Public,AgriTech,3,1.14,0.41,4802.18,1,1,1,2,0.68,5,2021,0
P1615,Institution_2,Private,EdTech,4,2.01,0.46,8109.38,1,1,4,1,0.8,3,2020,1
P1616,Institution_38,Private,AgriTech,4,3.36,0.46,35259.69,0,1,5,2,0.77,1,2023,0
P1617,Institution_39,Non-technical,HealthTech,6,3.45,0.31,2102.12,1,0,4,1,0.9,5,2022,0
P1618,Institution_26,Private,GreenTech,6,2.32,0.72,42965.71,1,0,5,4,0.96,5,2020,1
P1619,Institution_15,Public,GreenTech,3,3.51,0.77,35025.47,0,0,5,2,0.23,2,2020,0
P1620,Institution_34,Technical,AgriTech,7,0.52,0.72,38636.24,0,0,4,4,0.98,4,2021,1
P1621,Institution_40,Technical,GreenTech,2,0.62,0.35,41963.24,1,1,2,2,0.9,5,2023,1
P1622,Institution_11,Private,EdTech,5,3.69,0.35,7012.81,1,0,5,0,0.51,3,2021,0
P1623,Institution_3,Non-technical,AgriTech,2,3.21,0.45,41300.1,0,0,1,0,0.87,4,2021,0
P1624,Institution_6,Non-technical,FinTech,3,2.08,0.5,25727.48,0,1,4,2,0.79,1,2020,0
P1625,Institution_9,Non-technical,EdTech,3,3.14,0.85,44390.67,1,0,2,2,0.83,4,2021,1
P1626,Institution_6,Non-technical,EdTech,2,3.84,0.41,44442.74,1,1,4,4,0.38,2,2019,1
P1627,Institution_9,Non-technical,EdTech,5,3.2,0.33,2184.72,0,0,3,3,0.72,1,2023,0
P1628,Institution_39,Private,FinTech,2,3.45,0.58,19760.4,0,1,1,2,0.22,5,2021,0
P1629,Institution_31,Technical,HealthTech,6,3.16,0.59,26793.54,1,1,3,1,0.88,1,2021,1
P1630,Institution_32,Technical,GreenTech,4,1.09,0.62,34239.64,1,1,5,1,0.96,1,2022,1
P1631,Institution_12,Private,AgriTech,7,3.42,0.88,15023.13,0,0,5,1,0.73,2,2023,0
P1632,Institution_8,Non-technical,HealthTech,6,1.18,0.37,13354.97,1,1,3,0,0.61,3,2023,0
P1633,Institution_8,Private,AgriTech,4,3.62,0.79,19682.02,1,0,3,4,0.78,1,2021,0
P1634,Institution_28,Technical,GreenTech,7,2.11,0.54,25546.0,1,0,5,0,0.46,3,2019,0
P1635,Institution_20,Public,FinTech,7,2.87,0.52,47606.17,1,0,2,1,0.7,4,2022,1
P1636,Institution_7,Private,EdTech,7,2.24,0.95,38343.31,0,0,1,2,0.78,2,2019,0
P1637,Institution_11,Non-technical,EdTech,3,0.83,0.47,22036.74,0,0,4,1,0.31,5,2021,0
P1638,Institution_20,Technical,FinTech,7,1.52,0.75,3663.94,1,0,3,2,0.31,1,2023,0
P1639,Institution_16,Technical,HealthTech,5,3.94,0.49,9257.51,1,1,1,4,0.77,3,2023,0
P1640,Institution_4,Technical,HealthTech,2,3.86,0.66,23340.3,1,1,4,3,0.55,1,2019,1
P1641,Institution_6,Technical,AgriTech,5,1.62,0.85,40877.47,1,0,4,2,0.91,2,2020,1
P1642,Institution_22,Non-technical,FinTech,2,3.99,0.92,19654.08,0,0,3,0,0.45,5,2021,0
P1643,Institution_26,Public,HealthTech,6,3.46,0.89,27386.34,1,0,2,1,0.23,4,2023,0
P1644,Institution_3,Technical,FinTech,6,2.64,0.71,44698.44,1,0,2,1,0.72,4,2020,1
P1645,Institution_14,Private,GreenTech,2,0.64,0.47,45776.02,0,0,1,1,0.75,3,2023,0
P1646,Institution_11,Public,EdTech,5,3.66,0.76,11572.97,0,1,1,2,0.64,4,2023,0
P1647,Institution_18,Technical,EdTech,2,2.45,0.8,3136.15,1,1,5,4,0.75,3,2020,1
P1648,Institution_12,Public,EdTech,7,3.54,0.31,15965.12,0,0,2,2,0.62,5,2019,0
P1649,Institution_23,Private,FinTech,3,3.42,0.61,35094.31,0,0,1,0,0.75,1,2021,0
P1650,Institution_12,Technical,FinTech,6,3.42,0.89,47604.5,1,1,5,1,0.24,2,2020,1
P1651,Institution_13,Private,AgriTech,3,2.94,0.64,4774.57,1,0,4,2,0.49,5,2020,0
P1652,Institution_25,Non-technical,EdTech,7,1.52,0.52,2395.71,0,0,1,1,0.37,5,2023,0
P1653,Institution_19,Technical,AgriTech,7,1.68,0.91,44323.21,1,0,5,0,0.28,4,2020,1
P1654,Institution_36,Technical,EdTech,6,1.58,0.41,37659.12,0,1,2,3,0.39,4,2021,0
P1655,Institution_8,Technical,AgriTech,6,0.57,0.44,49620.18,0,1,4,3,0.35,2,2019,0
P1656,Institution_29,Technical,AgriTech,7,2.54,0.78,20442.85,0,0,1,3,0.98,1,2019,0
P1657,Institution_32,Non-technical,GreenTech,4,2.95,0.55,21386.49,1,1,2,1,0.43,5,2019,1
P1658,Institution_18,Technical,AgriTech,3,3.49,0.8,9443.28,1,1,4,2,0.38,4,2021,1
P1659,Institution_6,Public,FinTech,3,0.99,0.41,6676.51,0,0,3,1,0.87,5,2023,0
P1660,Institution_18,Technical,AgriTech,4,2.4,0.48,29357.18,0,1,2,4,0.54,1,2021,0
P1661,Institution_19,Non-technical,EdTech,5,0.53,0.41,18849.97,1,1,3,2,0.54,3,2020,0
P1662,Institution_22,Technical,AgriTech,3,0.83,0.97,4935.51,0,1,1,0,0.55,1,2022,0
P1663,Institution_37,Public,HealthTech,2,0.69,0.58,44462.37,0,1,5,3,0.53,5,2022,1
P1664,Institution_32,Non-technical,EdTech,7,3.04,0.54,10719.47,1,1,1,2,0.46,5,2022,0
P1665,Institution_3,Non-technical,HealthTech,7,0.78,0.31,37680.63,1,1,2,2,0.43,2,2019,0
P1666,Institution_28,Public,EdTech,4,3.01,0.41,14829.2,1,0,3,3,0.91,5,2021,0
P1667,Institution_10,Public,FinTech,3,1.37,0.59,40832.34,1,0,3,0,0.33,4,2021,1
P1668,Institution_35,Public,FinTech,5,3.57,0.35,6801.45,0,0,4,1,0.34,2,2019,0
P1669,Institution_29,Public,FinTech,3,3.35,0.66,38047.51,1,1,1,1,0.66,5,2020,1
P1670,Institution_15,Public,HealthTech,7,3.85,0.62,5807.82,1,0,1,2,0.47,1,2022,0
P1671,Institution_33,Non-technical,GreenTech,6,3.59,0.84,22898.87,0,1,2,3,0.54,5,2022,1
P1672,Institution_7,Non-technical,EdTech,2,3.77,0.76,36966.21,0,1,3,4,0.85,1,2019,1
P1673,Institution_12,Technical,FinTech,4,3.51,0.61,9487.7,0,0,2,0,0.92,1,2022,0
P1674,Institution_30,Technical,EdTech,6,2.93,0.46,14997.58,1,1,2,1,0.83,5,2023,1
P1675,Institution_21,Private,HealthTech,5,1.1,0.81,43373.58,0,0,3,0,0.39,1,2021,0
P1676,Institution_31,Technical,GreenTech,6,1.45,0.8,44370.85,1,1,2,0,0.98,3,2022,1
P1677,Institution_24,Technical,HealthTech,6,1.24,0.41,3201.84,0,0,3,0,0.49,2,2022,0
P1678,Institution_20,Public,EdTech,5,2.61,0.94,9236.44,1,0,2,3,0.34,5,2023,0
P1679,Institution_37,Public,GreenTech,6,2.26,0.35,6756.13,0,0,5,3,0.6,3,2020,0
P1680,Institution_4,Technical,GreenTech,4,3.53,0.34,9804.96,1,0,2,3,0.78,1,2020,0
P1681,Institution_28,Private,HealthTech,7,3.83,0.43,48539.2,1,1,2,2,0.27,1,2023,1
P1682,Institution_20,Public,FinTech,3,1.92,0.94,28031.11,0,0,5,3,0.71,2,2020,0
P1683,Institution_24,Technical,EdTech,6,2.27,0.66,23937.51,0,1,1,2,0.89,3,2019,0
P1684,Institution_32,Technical,AgriTech,4,3.9,0.85,49238.9,1,0,3,1,0.41,3,2023,1
P1685,Institution_36,Non-technical,AgriTech,3,1.47,0.46,28290.85,0,0,4,1,0.75,5,2021,0
P1686,Institution_34,Private,HealthTech,3,3.27,0.64,33394.78,1,0,5,1,0.52,1,2021,0
P1687,Institution_36,Non-technical,EdTech,6,1.29,0.55,17305.76,1,1,1,1,0.53,4,2021,0
P1688,Institution_2,Private,EdTech,4,2.89,0.88,19723.63,1,0,2,1,0.42,5,2022,1
P1689,Institution_15,Public,HealthTech,7,1.39,0.32,30126.06,0,0,1,3,0.7,5,2023,0
P1690,Institution_34,Private,EdTech,6,3.59,0.47,4419.5,1,1,5,4,0.49,5,2023,1
P1691,Institution_36,Technical,FinTech,5,2.47,0.41,13538.26,1,0,2,3,0.86,2,2020,0
P1692,Institution_6,Technical,HealthTech,3,1.15,0.9,10643.78,1,1,1,4,0.97,2,2023,1
P1693,Institution_39,Private,FinTech,6,1.29,0.63,1778.78,1,0,4,3,0.95,5,2023,0
P1694,Institution_12,Private,EdTech,3,2.23,0.58,27308.16,0,0,3,1,0.33,4,2020,0
P1695,Institution_3,Private,HealthTech,4,3.87,0.61,28491.59,0,0,3,0,0.21,3,2023,0
P1696,Institution_18,Non-technical,EdTech,2,3.19,0.98,19813.02,1,1,5,4,0.55,3,2023,1
P1697,Institution_40,Private,HealthTech,6,2.21,0.9,14167.65,0,0,2,0,0.78,1,2019,0
P1698,Institution_21,Public,EdTech,7,1.68,0.79,32950.93,0,0,2,1,0.98,3,2020,0
P1699,Institution_15,Non-technical,FinTech,6,2.42,0.5,7598.3,1,0,3,4,0.83,3,2019,0
P1700,Institution_33,Non-technical,FinTech,3,3.12,0.42,26412.14,0,1,1,0,0.66,4,2022,0
P1701,Institution_35,Private,EdTech,4,3.24,0.95,38635.63,0,1,2,3,0.22,3,2020,1
P1702,Institution_26,Public,HealthTech,5,1.64,0.6,9050.6,0,1,4,1,0.86,4,2023,0
P1703,Institution_8,Non-technical,AgriTech,7,3.02,0.5,37909.72,0,1,4,3,0.34,2,2023,0
P1704,Institution_36,Technical,FinTech,4,2.8,0.63,38278.93,0,1,2,3,0.24,4,2019,0
P1705,Institution_30,Non-technical,FinTech,6,3.86,0.94,3936.41,0,1,2,1,0.88,2,2019,0
P1706,Institution_23,Private,AgriTech,5,3.76,0.57,1920.43,1,0,3,4,0.65,4,2022,0
P1707,Institution_14,Public,EdTech,4,3.26,0.69,48722.83,0,0,5,2,0.3,5,2022,1
P1708,Institution_14,Private,HealthTech,2,3.03,0.86,10475.75,1,0,3,2,0.51,2,2023,0
P1709,Institution_2,Technical,EdTech,7,1.46,0.6,41284.82,1,0,5,1,0.27,2,2021,0
P1710,Institution_37,Technical,GreenTech,3,3.46,0.46,28530.68,1,0,4,2,0.71,3,2022,0
P1711,Institution_5,Technical,FinTech,4,2.0,1.0,13959.14,0,1,5,0,0.43,2,2023,1
P1712,Institution_38,Private,GreenTech,4,1.45,0.97,7368.55,0,1,3,4,0.89,4,2022,1
P1713,Institution_14,Non-technical,FinTech,2,1.84,0.89,25337.19,1,1,2,3,0.49,5,2020,1
P1714,Institution_39,Private,FinTech,6,3.43,0.78,20960.39,1,0,5,3,0.6,5,2019,1
P1715,Institution_25,Public,GreenTech,7,1.02,0.51,35245.42,1,1,3,1,0.25,3,2023,1
P1716,Institution_20,Non-technical,GreenTech,7,2.1,0.94,45304.26,0,0,4,3,0.42,4,2022,1
P1717,Institution_2,Technical,EdTech,3,2.22,0.49,40457.16,0,1,5,0,0.74,4,2019,1
P1718,Institution_39,Private,GreenTech,4,0.63,0.86,14448.15,0,0,4,0,0.79,1,2021,0
P1719,Institution_6,Technical,EdTech,5,1.19,0.94,44067.73,1,1,4,1,0.39,2,2022,1
P1720,Institution_17,Technical,EdTech,4,3.39,0.72,41836.17,0,0,1,3,0.6,3,2023,0
P1721,Institution_25,Public,EdTech,3,3.41,0.86,46527.68,0,1,5,2,0.85,5,2020,1
P1722,Institution_28,Non-technical,FinTech,4,1.52,0.85,23474.38,1,0,3,2,0.5,1,2019,0
P1723,Institution_2,Public,FinTech,2,3.56,0.44,38660.18,0,1,5,4,0.31,4,2019,0
P1724,Institution_35,Public,GreenTech,4,3.2,0.77,29991.25,1,0,5,1,0.55,2,2020,1
P1725,Institution_37,Public,FinTech,4,1.96,0.37,16214.63,0,0,4,4,0.68,5,2023,0
P1726,Institution_5,Technical,GreenTech,5,3.12,0.66,49727.12,1,0,4,2,0.21,1,2021,0
P1727,Institution_1,Public,FinTech,2,3.86,0.41,2877.07,0,0,4,2,0.48,4,2020,0
P1728,Institution_40,Public,HealthTech,2,2.11,0.59,8951.36,1,1,4,2,0.69,5,2021,1
P1729,Institution_12,Non-technical,HealthTech,4,1.33,0.88,44734.58,0,1,3,4,0.96,5,2023,1
P1730,Institution_36,Non-technical,GreenTech,7,3.8,0.99,3967.58,1,1,2,1,0.53,4,2022,1
P1731,Institution_23,Public,FinTech,5,2.61,0.52,44454.21,1,0,1,0,0.33,4,2022,0
P1732,Institution_31,Non-technical,FinTech,4,0.87,0.67,36045.85,0,1,4,0,0.63,3,2023,1
P1733,Institution_11,Non-technical,EdTech,4,2.5,0.66,2797.52,0,0,4,2,0.43,5,2021,0
P1734,Institution_10,Public,AgriTech,3,2.25,0.97,22036.68,1,1,1,1,0.37,4,2020,1
P1735,Institution_3,Technical,GreenTech,3,3.49,0.64,37969.1,0,0,4,1,0.67,1,2023,0
P1736,Institution_14,Public,AgriTech,7,2.36,0.79,29571.91,1,1,2,3,0.93,2,2023,1
P1737,Institution_16,Non-technical,AgriTech,5,1.39,0.95,46857.69,1,0,5,3,0.87,3,2022,1
P1738,Institution_10,Technical,GreenTech,6,2.86,0.56,43514.56,0,0,1,4,0.35,4,2020,0
P1739,Institution_29,Private,FinTech,3,2.4,0.93,17299.73,0,1,3,3,0.81,2,2022,1
P1740,Institution_10,Technical,GreenTech,6,1.32,0.94,5146.73,0,1,1,4,0.38,3,2021,0
P1741,Institution_12,Non-technical,AgriTech,2,2.51,0.95,47268.59,1,1,2,0,0.43,5,2021,1
P1742,Institution_30,Technical,FinTech,3,3.38,0.49,26347.05,1,0,3,2,0.94,2,2019,0
P1743,Institution_1,Public,HealthTech,3,0.6,0.58,4645.48,0,0,5,1,0.93,3,2023,0
P1744,Institution_5,Private,GreenTech,5,2.71,0.91,41012.21,1,0,4,0,0.33,4,2020,1
P1745,Institution_20,Private,GreenTech,7,1.72,0.55,43556.82,1,1,1,0,0.25,4,2020,1
P1746,Institution_8,Private,FinTech,6,1.52,0.72,32331.81,0,0,3,4,0.43,3,2022,0
P1747,Institution_12,Non-technical,HealthTech,3,1.87,0.38,22927.94,1,1,1,2,0.67,5,2022,1
P1748,Institution_1,Non-technical,HealthTech,3,1.7,0.34,33446.48,1,0,5,4,0.9,3,2020,1
P1749,Institution_20,Private,FinTech,5,3.41,0.59,35627.5,1,1,1,0,0.3,1,2022,0
P1750,Institution_28,Technical,EdTech,5,1.46,0.71,44758.47,0,0,3,1,0.53,3,2019,0
P1751,Institution_37,Private,GreenTech,7,3.07,0.57,47837.22,0,0,2,3,0.42,3,2023,0
P1752,Institution_37,Technical,GreenTech,6,0.83,0.7,26201.73,1,1,3,4,0.21,4,2019,1
P1753,Institution_12,Technical,AgriTech,2,3.83,0.66,40126.23,0,0,1,0,0.83,5,2021,0
P1754,Institution_37,Non-technical,FinTech,7,2.68,0.78,48260.97,1,0,5,3,0.85,3,2020,1
P1755,Institution_28,Technical,AgriTech,2,2.97,0.75,8410.92,0,1,4,3,0.38,2,2019,0
P1756,Institution_15,Private,AgriTech,4,1.54,0.6,1895.13,1,0,4,0,0.32,4,2019,0
P1757,Institution_6,Non-technical,HealthTech,3,1.94,0.6,43579.22,1,1,5,2,0.32,4,2022,1
P1758,Institution_20,Public,GreenTech,6,1.28,0.4,10568.39,1,1,1,0,0.57,3,2022,0
P1759,Institution_14,Public,AgriTech,7,3.76,0.66,3081.46,1,0,5,1,0.4,2,2022,0
P1760,Institution_2,Non-technical,HealthTech,3,2.21,0.71,8844.71,0,0,1,3,0.61,3,2021,0
P1761,Institution_9,Private,FinTech,6,2.71,0.63,19821.63,1,0,3,1,0.51,2,2019,0
P1762,Institution_37,Public,AgriTech,6,3.07,0.53,11744.02,1,1,2,4,0.37,4,2023,0
P1763,Institution_20,Public,GreenTech,6,1.8,0.81,15957.43,0,0,1,3,0.8,2,2022,0
P1764,Institution_26,Technical,AgriTech,3,3.02,0.35,48789.41,0,1,4,2,0.32,3,2021,0
P1765,Institution_29,Technical,FinTech,7,2.87,0.94,35515.87,1,0,4,0,0.84,1,2021,1
P1766,Institution_1,Private,AgriTech,5,2.97,0.31,35897.39,1,0,2,4,0.65,1,2022,0
P1767,Institution_35,Non-technical,GreenTech,3,2.21,0.97,5639.58,0,1,1,1,0.87,2,2020,0
P1768,Institution_6,Private,HealthTech,6,1.84,0.62,36872.82,1,0,2,4,0.2,3,2019,0
P1769,Institution_37,Non-technical,GreenTech,7,1.28,0.59,37227.87,1,0,3,2,0.8,5,2022,1
P1770,Institution_5,Public,HealthTech,4,3.39,0.48,33327.51,1,0,2,0,0.24,1,2023,0
P1771,Institution_33,Technical,EdTech,2,2.63,0.31,12193.38,1,0,3,4,0.96,4,2019,0
P1772,Institution_14,Private,GreenTech,6,2.06,0.49,21728.77,1,0,4,1,0.76,3,2021,0
P1773,Institution_12,Private,GreenTech,4,3.8,0.38,42467.55,1,1,3,4,0.46,3,2023,1
P1774,Institution_20,Non-technical,FinTech,5,0.67,0.76,33839.88,1,0,1,0,0.46,1,2019,0
P1775,Institution_24,Non-technical,AgriTech,6,3.48,0.52,36905.67,1,1,1,4,0.89,5,2023,1
P1776,Institution_34,Private,HealthTech,4,3.99,0.84,29781.35,1,0,1,1,0.92,4,2021,1
P1777,Institution_25,Non-technical,HealthTech,6,3.6,0.44,23029.74,0,0,1,0,0.91,5,2022,0
P1778,Institution_29,Private,FinTech,3,3.34,0.93,38193.55,0,1,5,2,0.85,4,2023,1
P1779,Institution_39,Private,FinTech,7,1.81,0.67,4328.36,0,0,3,2,0.86,1,2022,0
P1780,Institution_31,Private,AgriTech,4,1.31,0.38,33984.88,1,0,1,3,0.66,3,2021,0
P1781,Institution_23,Public,AgriTech,7,3.07,0.58,49863.02,1,1,2,4,0.22,4,2021,1
P1782,Institution_38,Non-technical,GreenTech,3,1.57,0.44,39229.4,1,1,2,1,0.27,3,2023,1
P1783,Institution_20,Technical,EdTech,3,1.12,0.44,15237.61,0,0,5,4,0.72,2,2023,0
P1784,Institution_23,Technical,AgriTech,7,3.25,0.65,14613.16,0,1,3,0,0.52,2,2021,0
P1785,Institution_16,Non-technical,FinTech,4,1.59,0.77,33693.71,1,1,3,3,0.65,1,2023,1
P1786,Institution_8,Private,AgriTech,7,3.7,0.94,44896.86,0,1,3,1,0.38,1,2023,1
P1787,Institution_21,Technical,HealthTech,7,3.44,0.65,29319.54,0,1,5,4,0.72,1,2023,1
P1788,Institution_1,Technical,EdTech,2,3.47,0.98,26842.71,1,0,3,1,0.39,2,2023,1
P1789,Institution_8,Non-technical,GreenTech,4,3.2,0.96,8858.82,1,0,3,0,0.57,4,2019,1
P1790,Institution_29,Technical,HealthTech,2,3.58,0.91,36057.39,0,1,1,3,0.58,5,2021,1
P1791,Institution_32,Private,HealthTech,6,3.32,0.65,35412.63,1,0,3,1,0.34,1,2021,0
P1792,Institution_38,Non-technical,EdTech,7,2.61,0.4,48380.62,0,1,1,0,0.9,5,2020,1
P1793,Institution_5,Private,GreenTech,6,1.54,0.45,15709.42,0,0,1,2,0.62,5,2022,0
P1794,Institution_22,Technical,FinTech,4,3.61,0.75,38065.83,0,0,3,1,0.89,2,2020,0
P1795,Institution_34,Technical,GreenTech,7,3.44,0.6,22269.2,1,1,2,3,0.41,4,2023,1
P1796,Institution_1,Private,AgriTech,6,2.16,0.4,28365.17,0,1,4,1,0.34,2,2023,0
P1797,Institution_26,Public,HealthTech,5,0.64,0.64,41006.24,0,0,2,1,0.21,1,2019,0
P1798,Institution_10,Technical,AgriTech,3,2.73,0.31,11877.76,1,0,3,0,0.28,2,2019,0
P1799,Institution_30,Public,FinTech,7,0.68,0.81,17800.57,1,0,3,4,0.32,2,2019,0
P1800,Institution_18,Technical,AgriTech,3,3.74,0.35,38892.12,0,1,2,4,0.26,2,2019,0
P1801,Institution_17,Public,GreenTech,2,3.87,0.74,28952.44,1,0,3,1,0.92,1,2019,1
P1802,Institution_26,Public,AgriTech,6,1.16,0.86,5528.72,1,1,1,3,0.93,1,2019,1
P1803,Institution_8,Public,FinTech,2,2.87,0.39,22079.11,0,1,5,3,0.95,2,2019,0
P1804,Institution_40,Private,FinTech,7,0.82,0.66,29745.03,1,1,3,0,0.97,2,2019,1
P1805,Institution_12,Public,FinTech,3,3.05,0.85,45566.35,0,0,3,1,0.59,5,2019,1
P1806,Institution_27,Public,GreenTech,3,1.72,0.48,10235.91,1,1,2,1,0.62,4,2021,0
P1807,Institution_8,Public,FinTech,6,2.88,0.41,40491.7,1,0,1,4,0.3,5,2019,0
P1808,Institution_25,Technical,HealthTech,7,1.81,0.54,7400.6,0,1,2,0,0.31,4,2022,0
P1809,Institution_4,Public,FinTech,5,1.01,0.69,12869.55,0,0,2,2,0.82,4,2019,0
